,GID,Team,Spread,Over/Under
3004,201711290NOP,MIN,5.0,217.5
3005,201711290NOP,NOP,-5.0,217.5
3006,201711290NYK,MIA,-1.0,201.0
3007,201711290NYK,NYK,1.0,201.0
3008,201711290ORL,ORL,6.0,212.5
3009,201711290ORL,OKC,-6.0,212.5
3010,201711290PHI,PHI,-5.0,213.0
3011,201711290PHI,WAS,5.0,213.0
3012,201711290SAS,SAS,-8.0,195.5
3013,201711290SAS,MEM,8.0,195.5
3014,201711290TOR,CHO,8.0,206.0
3015,201711290TOR,TOR,-8.0,206.0
3016,201711300ATL,CLE,-7.5,215.5
3017,201711300ATL,ATL,7.5,215.5
3018,201711300BOS,PHI,9.0,210.0
3019,201711300BOS,BOS,-9.0,210.0
3020,201711300DEN,DEN,-12.0,208.5
3021,201711300DEN,CHI,12.0,208.5
3022,201711300LAC,UTA,-1.0,200.5
3023,201711300LAC,LAC,1.0,200.5
3024,201711300POR,MIL,2.0,200.5
3025,201711300POR,POR,-2.0,200.5
3026,201712010CHI,CHI,1.5,193.0
3027,201712010CHI,SAC,-1.5,193.0
3028,201712010MEM,MEM,4.0,193.5
3029,201712010MEM,SAS,-4.0,193.5
3030,201712010MIA,MIA,-2.0,202.0
3031,201712010MIA,CHO,2.0,202.0
3032,201712010OKC,MIN,4.5,211.0
3033,201712010OKC,OKC,-4.5,211.0
3034,201712010ORL,ORL,11.0,227.5
3035,201712010ORL,GSW,-11.0,227.5
3036,201712010TOR,TOR,-6.5,215.5
3037,201712010TOR,IND,6.5,215.5
3038,201712010UTA,NOP,-2.5,207.5
3039,201712010UTA,UTA,2.5,207.5
3040,201712010WAS,DET,-1.0,206.0
3041,201712010WAS,WAS,1.0,206.0
3042,201712020BOS,PHO,13.0,214.0
3043,201712020BOS,BOS,-13.0,214.0
3044,201712020BRK,ATL,4.0,219.0
3045,201712020BRK,BRK,-4.0,219.0
3046,201712020CLE,MEM,11.5,208.0
3047,201712020CLE,CLE,-11.5,208.0
3048,201712020DAL,LAC,5.0,207.0
3049,201712020DAL,DAL,-5.0,207.0
3050,201712020DEN,DEN,-5.5,223.5
3051,201712020DEN,LAL,5.5,223.5
3052,201712020MIL,MIL,-11.5,197.0
3053,201712020MIL,SAC,11.5,197.0
3054,201712020PHI,PHI,-5.0,214.5
3055,201712020PHI,DET,5.0,214.5
3056,201712020POR,NOP,4.0,208.0
3057,201712020POR,POR,-4.0,208.0
3058,201712030LAL,LAL,11.0,225.0
3059,201712030LAL,HOU,-11.0,225.0
3060,201712030MIA,GSW,-10.5,219.0
3061,201712030MIA,MIA,10.5,219.0
3062,201712030MIN,LAC,11.5,213.5
3063,201712030MIN,MIN,-11.5,213.5
3064,201712030NYK,ORL,1.5,212.5
3065,201712030NYK,NYK,-1.5,212.5
3066,201712030OKC,SAS,4.5,199.5
3067,201712030OKC,OKC,-4.5,199.5
3068,201712040ATL,BRK,2.0,217.5
3069,201712040ATL,ATL,-2.0,217.5
3070,201712040BOS,MIL,6.0,204.0
3071,201712040BOS,BOS,-6.0,204.0
3072,201712040CHI,CLE,-9.0,211.5
3073,201712040CHI,CHI,9.0,211.5
3074,201712040CHO,ORL,8.0,220.0
3075,201712040CHO,CHO,-8.0,220.0
3076,201712040DAL,DAL,-2.5,210.0
3077,201712040DAL,DEN,2.5,210.0
3078,201712040IND,NYK,9.5,210.0
3079,201712040IND,IND,-9.5,210.0
3080,201712040MEM,MEM,2.0,203.5
3081,201712040MEM,MIN,-2.0,203.5
3082,201712040NOP,NOP,9.5,226.5
3083,201712040NOP,GSW,-9.5,226.5
3084,201712040PHI,PHI,-10.5,227.5
3085,201712040PHI,PHO,10.5,227.5
3086,201712040SAS,DET,3.5,198.0
3087,201712040SAS,SAS,-3.5,198.0
3088,201712040UTA,WAS,3.0,203.5
3089,201712040UTA,UTA,-3.0,203.5
3090,201712050OKC,UTA,7.0,198.0
3091,201712050OKC,OKC,-7.0,198.0
3092,201712050POR,WAS,5.5,203.0
3093,201712050POR,POR,-5.5,203.0
3094,201712050TOR,PHO,13.5,224.5
3095,201712050TOR,TOR,-13.5,224.5
3096,201712060BOS,BOS,-9.0,202.5
3097,201712060BOS,DAL,9.0,202.5
3098,201712060CHO,CHO,5.0,219.5
3099,201712060CHO,GSW,-5.0,219.5
3100,201712060CLE,SAC,12.5,210.5
3101,201712060CLE,CLE,-12.5,210.5
3102,201712060IND,IND,-9.5,209.0
3103,201712060IND,CHI,9.5,209.0
3104,201712060LAC,MIN,-5.5,213.5
3105,201712060LAC,LAC,5.5,213.5
3106,201712060MIL,DET,3.0,205.0
3107,201712060MIL,MIL,-3.0,205.0
3108,201712060NOP,DEN,4.0,218.5
3109,201712060NOP,NOP,-4.0,218.5
3110,201712060NYK,NYK,-2.5,197.0
3111,201712060NYK,MEM,2.5,197.0
3112,201712060ORL,ATL,6.0,217.0
3113,201712060ORL,ORL,-6.0,217.0
3114,201712060SAS,SAS,-7.5,197.5
3115,201712060SAS,MIA,7.5,197.5
3116,201712070BRK,OKC,-7.5,215.0
3117,201712070BRK,BRK,7.5,215.0
3118,201712070PHI,LAL,8.0,221.0
3119,201712070PHI,PHI,-8.0,221.0
3120,201712070PHO,WAS,-7.5,215.5
3121,201712070PHO,PHO,7.5,215.5
3122,201712070UTA,HOU,-5.0,208.0
3123,201712070UTA,UTA,5.0,208.0
3124,201712080CHO,CHI,11.0,202.0
3125,201712080CHO,CHO,-11.0,202.0
3126,201712080DET,DET,5.5,212.0
3127,201712080DET,GSW,-5.5,212.0
3128,201712080IND,CLE,-2.0,220.5
3129,201712080IND,IND,2.0,220.5
3130,201712080MEM,TOR,-5.0,201.0
3131,201712080MEM,MEM,5.0,201.0
3132,201712080MIL,DAL,5.0,202.0
3133,201712080MIL,MIL,-5.0,202.0
3134,201712080NOP,SAC,7.5,211.0
3135,201712080NOP,NOP,-7.5,211.0
3136,201712080ORL,ORL,-1.0,218.0
3137,201712080ORL,DEN,1.0,218.0
3138,201712080SAS,BOS,1.0,197.0
3139,201712080SAS,SAS,-1.0,197.0
3140,201712090ATL,ATL,-2.0,212.5
3141,201712090ATL,ORL,2.0,212.5
3142,201712090BRK,MIA,-2.0,212.5
3143,201712090BRK,BRK,2.0,212.5
3144,201712090CHI,NYK,-4.0,199.0
3145,201712090CHI,CHI,4.0,199.0
3146,201712090CHO,LAL,5.5,213.5
3147,201712090CHO,CHO,-5.5,213.5
3148,201712090CLE,PHI,5.0,218.0
3149,201712090CLE,CLE,-5.0,218.0
3150,201712090LAC,LAC,2.5,207.5
3151,201712090LAC,WAS,-2.5,207.5
3152,201712090MEM,MEM,5.0,196.5
3153,201712090MEM,OKC,-5.0,196.5
3154,201712090MIL,UTA,3.0,199.0
3155,201712090MIL,MIL,-3.0,199.0
3156,201712090PHO,PHO,8.5,205.0
3157,201712090PHO,SAS,-8.5,205.0
3158,201712090POR,HOU,-9.0,212.5
3159,201712090POR,POR,9.0,212.5
3160,201712100DET,BOS,-1.0,202.0
3161,201712100DET,DET,1.0,202.0
3162,201712100IND,IND,-6.5,219.0
3163,201712100IND,DEN,6.5,219.0
3164,201712100MIN,DAL,8.0,207.0
3165,201712100MIN,MIN,-8.0,207.0
3166,201712100NOP,NOP,-4.5,223.5
3167,201712100NOP,PHI,4.5,223.5
3168,201712100NYK,NYK,-6.0,205.0
3169,201712100NYK,ATL,6.0,205.0
3170,201712100SAC,SAC,7.0,206.0
3171,201712100SAC,TOR,-7.0,206.0
3172,201712110CHI,BOS,-7.5,200.5
3173,201712110CHI,CHI,7.5,200.5
3174,201712110GSW,GSW,-11.5,214.0
3175,201712110GSW,POR,11.5,214.0
3176,201712110HOU,NOP,12.0,226.5
3177,201712110HOU,HOU,-12.0,226.5
3178,201712110LAC,TOR,-5.5,214.0
3179,201712110LAC,LAC,5.5,214.0
3180,201712110MEM,MIA,1.5,195.0
3181,201712110MEM,MEM,-1.5,195.0
3182,201712110OKC,CHO,6.0,205.0
3183,201712110OKC,OKC,-6.0,205.0
3184,201712120BRK,BRK,3.0,212.0
3185,201712120BRK,WAS,-3.0,212.0
3186,201712120CLE,ATL,11.0,219.5
3187,201712120CLE,CLE,-11.0,219.5
3188,201712120DAL,DAL,6.0,198.5
3189,201712120DAL,SAS,-6.0,198.5
3190,201712120DET,DET,-7.0,208.5
3191,201712120DET,DEN,7.0,208.5
3192,201712120MIN,MIN,-6.5,216.5
3193,201712120MIN,PHI,6.5,216.5
3194,201712120NYK,LAL,3.5,212.5
3195,201712120NYK,NYK,-3.5,212.5
3196,201712120SAC,PHO,4.0,209.0
3197,201712120SAC,SAC,-4.0,209.0
3198,201712130BOS,DEN,7.5,207.5
3199,201712130BOS,BOS,-7.5,207.5
3200,201712130CHI,CHI,4.0,197.0
3201,201712130CHI,UTA,-4.0,197.0
3202,201712130HOU,HOU,-12.5,220.0
3203,201712130HOU,CHO,12.5,220.0
3204,201712130IND,OKC,1.5,213.0
3205,201712130IND,IND,-1.5,213.0
3206,201712130MIA,POR,2.5,201.0
3207,201712130MIA,MIA,-2.5,201.0
3208,201712130NOP,NOP,-2.0,218.0
3209,201712130NOP,MIL,2.0,218.0
3210,201712130ORL,ORL,-1.5,212.5
3211,201712130ORL,LAC,1.5,212.5
3212,201712130PHO,TOR,-10.5,217.0
3213,201712130PHO,PHO,10.5,217.0
3214,201712130WAS,MEM,7.0,200.0
3215,201712130WAS,WAS,-7.0,200.0
3216,201712140ATL,DET,-4.0,207.0
3217,201712140ATL,ATL,4.0,207.0
3218,201712140BRK,BRK,0.0,214.0
3219,201712140BRK,NYK,-0.0,214.0
3220,201712140CLE,LAL,10.0,219.0
3221,201712140CLE,CLE,-10.0,219.0
3222,201712140GSW,DAL,12.0,210.5
3223,201712140GSW,GSW,-12.0,210.5
3224,201712140MIN,SAC,10.0,204.0
3225,201712140MIN,MIN,-10.0,204.0
3226,201712150BOS,UTA,5.5,198.0
3227,201712150BOS,BOS,-5.5,198.0
3228,201712150CHO,MIA,5.0,204.5
3229,201712150CHO,CHO,-5.0,204.5
3230,201712150DEN,DEN,-1.0,224.5
3231,201712150DEN,NOP,1.0,224.5
3232,201712150HOU,HOU,-7.5,213.5
3233,201712150HOU,SAS,7.5,213.5
3234,201712150IND,DET,4.5,208.5
3235,201712150IND,IND,-4.5,208.5
3236,201712150MEM,MEM,-6.5,200.5
3237,201712150MEM,ATL,6.5,200.5
3238,201712150MIL,CHI,8.0,205.0
3239,201712150MIL,MIL,-8.0,205.0
3240,201712150ORL,POR,-3.5,209.5
3241,201712150ORL,ORL,3.5,209.5
3242,201712150PHI,PHI,-2.0,211.5
3243,201712150PHI,OKC,2.0,211.5
3244,201712150TOR,BRK,11.0,217.5
3245,201712150TOR,TOR,-11.0,217.5
3246,201712150WAS,WAS,-9.5,210.0
3247,201712150WAS,LAC,9.5,210.0
3248,201712160CHO,POR,3.0,204.5
3249,201712160CHO,CHO,-3.0,204.5
3250,201712160CLE,UTA,8.5,210.0
3251,201712160CLE,CLE,-8.5,210.0
3252,201712160HOU,HOU,-10.5,219.5
3253,201712160HOU,MIL,10.5,219.5
3254,201712160MEM,BOS,-5.0,194.5
3255,201712160MEM,MEM,5.0,194.5
3256,201712160MIA,MIA,-6.0,205.5
3257,201712160MIA,LAC,6.0,205.5
3258,201712160MIN,PHO,11.5,218.5
3259,201712160MIN,MIN,-11.5,218.5
3260,201712160NYK,NYK,2.5,203.0
3261,201712160NYK,OKC,-2.5,203.0
3262,201712160SAS,SAS,-8.5,197.0
3263,201712160SAS,DAL,8.5,197.0
3264,201712170BRK,IND,-3.0,217.0
3265,201712170BRK,BRK,3.0,217.0
3266,201712170DET,ORL,10.5,201.0
3267,201712170DET,DET,-10.5,201.0
3268,201712170TOR,SAC,12.5,207.0
3269,201712170TOR,TOR,-12.5,207.0
3270,201712170WAS,WAS,1.5,213.0
3271,201712170WAS,CLE,-1.5,213.0
3272,201712180ATL,MIA,-2.5,202.5
3273,201712180ATL,ATL,2.5,202.5
3274,201712180CHI,CHI,1.5,209.5
3275,201712180CHI,PHI,-1.5,209.5
3276,201712180CHO,NYK,6.5,203.0
3277,201712180CHO,CHO,-6.5,203.0
3278,201712180DAL,PHO,6.0,208.0
3279,201712180DAL,DAL,-6.0,208.0
3280,201712180HOU,UTA,12.0,213.5
3281,201712180HOU,HOU,-12.0,213.5
3282,201712180IND,IND,1.5,206.5
3283,201712180IND,BOS,-1.5,206.5
3284,201712180LAL,GSW,-6.5,219.5
3285,201712180LAL,LAL,6.5,219.5
3286,201712180MIN,POR,2.5,206.0
3287,201712180MIN,MIN,-2.5,206.0
3288,201712180OKC,DEN,4.0,207.5
3289,201712180OKC,OKC,-4.0,207.5
3290,201712180SAS,SAS,-11.5,203.0
3291,201712180SAS,LAC,11.5,203.0
3292,201712190MIL,MIL,1.0,217.0
3293,201712190MIL,CLE,-1.0,217.0
3294,201712190PHI,SAC,9.0,207.0
3295,201712190PHI,PHI,-9.0,207.0
3296,201712190WAS,NOP,4.5,217.5
3297,201712190WAS,WAS,-4.5,217.5
3298,201712200ATL,ATL,4.5,213.5
3299,201712200ATL,IND,-4.5,213.5
3300,201712200BOS,BOS,-8.0,200.5
3301,201712200BOS,MIA,8.0,200.5
3302,201712200BRK,SAC,5.5,207.0
3303,201712200BRK,BRK,-5.5,207.0
3304,201712200CHI,ORL,5.0,210.0
3305,201712200CHI,CHI,-5.0,210.0
3306,201712200CHO,TOR,-1.0,212.0
3307,201712200CHO,CHO,1.0,212.0
3308,201712200DAL,DET,-2.0,210.5
3309,201712200DAL,DAL,2.0,210.5
3310,201712200DEN,MIN,2.5,216.0
3311,201712200DEN,DEN,-2.5,216.0
3312,201712200GSW,GSW,-10.5,207.0
3313,201712200GSW,MEM,10.5,207.0
3314,201712200HOU,LAL,14.0,225.0
3315,201712200HOU,HOU,-14.0,225.0
3316,201712200LAC,LAC,-4.0,211.0
3317,201712200LAC,PHO,4.0,211.0
3318,201712200OKC,UTA,7.5,202.0
3319,201712200OKC,OKC,-7.5,202.0
3320,201712200POR,SAS,-1.0,199.5
3321,201712200POR,POR,1.0,199.5
3322,201712210CLE,CLE,-11.5,213.0
3323,201712210CLE,CHI,11.5,213.0
3324,201712210NYK,BOS,-2.5,202.0
3325,201712210NYK,NYK,2.5,202.0
3326,201712210PHI,TOR,-3.5,217.0
3327,201712210PHI,PHI,3.5,217.0
3328,201712210PHO,PHO,0.0,204.0
3329,201712210PHO,MEM,-0.0,204.0
3330,201712210UTA,SAS,-3.0,198.0
3331,201712210UTA,UTA,3.0,198.0
3332,201712220BRK,WAS,-5.0,211.0
3333,201712220BRK,BRK,5.0,211.0
3334,201712220DET,NYK,6.0,201.0
3335,201712220DET,DET,-6.0,201.0
3336,201712220GSW,LAL,10.0,216.5
3337,201712220GSW,GSW,-10.0,216.5
3338,201712220HOU,HOU,-11.5,218.0
3339,201712220HOU,LAC,11.5,218.0
3340,201712220MIA,MIA,0.0,195.5
3341,201712220MIA,DAL,-0.0,195.5
3342,201712220MIL,CHO,4.5,210.0
3343,201712220MIL,MIL,-4.5,210.0
3344,201712220OKC,ATL,10.5,205.0
3345,201712220OKC,OKC,-10.5,205.0
3346,201712220ORL,ORL,4.0,220.0
3347,201712220ORL,NOP,-4.0,220.0
3348,201712220POR,POR,-1.0,204.0
3349,201712220POR,DEN,1.0,204.0
3350,201712230ATL,DAL,-2.5,203.0
3351,201712230ATL,ATL,2.5,203.0
3352,201712230BOS,BOS,-7.0,205.5
3353,201712230BOS,CHI,7.0,205.5
3354,201712230CHO,CHO,-1.5,210.5
3355,201712230CHO,MIL,1.5,210.5
3356,201712230GSW,DEN,10.0,219.5
3357,201712230GSW,GSW,-10.0,219.5
3358,201712230IND,BRK,10.5,215.0
3359,201712230IND,IND,-10.5,215.0
3360,201712230LAL,POR,3.0,204.0
3361,201712230LAL,LAL,-3.0,204.0
3362,201712230MEM,MEM,-4.5,196.5
3363,201712230MEM,LAC,4.5,196.5
3364,201712230MIA,NOP,-5.5,209.5
3365,201712230MIA,MIA,5.5,209.5
3366,201712230PHO,PHO,7.5,216.5
3367,201712230PHO,MIN,-7.5,216.5
3368,201712230SAC,SAC,7.5,196.0
3369,201712230SAC,SAS,-7.5,196.0
3370,201712230TOR,PHI,8.5,219.0
3371,201712230TOR,TOR,-8.5,219.0
3372,201712230UTA,OKC,-0.0,198.0
3373,201712230UTA,UTA,0.0,198.0
3374,201712230WAS,WAS,-11.5,208.5
3375,201712230WAS,ORL,11.5,208.5
3376,201712250BOS,WAS,4.5,204.0
3377,201712250BOS,BOS,-4.5,204.0
3378,201712250GSW,GSW,-5.0,221.0
3379,201712250GSW,CLE,5.0,221.0
3380,201712250LAL,MIN,-4.5,214.0
3381,201712250LAL,LAL,4.5,214.0
3382,201712250NYK,PHI,2.0,212.0
3383,201712250NYK,NYK,-2.0,212.0
3384,201712250OKC,HOU,-3.5,216.5
3385,201712250OKC,OKC,3.5,216.5
3386,201712260DAL,TOR,-5.5,207.0
3387,201712260DAL,DAL,5.5,207.0
3388,201712260DEN,DEN,-6.0,205.5
3389,201712260DEN,UTA,6.0,205.5
3390,201712260DET,DET,-2.0,208.5
3391,201712260DET,IND,2.0,208.5
3392,201712260LAC,LAC,-5.0,204.5
3393,201712260LAC,SAC,5.0,204.5
3394,201712260MIA,ORL,6.5,206.5
3395,201712260MIA,MIA,-6.5,206.5
3396,201712260MIL,MIL,-6.5,211.0
3397,201712260MIL,CHI,6.5,211.0
3398,201712260PHO,MEM,-0.0,206.0
3399,201712260PHO,PHO,0.0,206.0
3400,201712260SAS,BRK,12.0,208.5
3401,201712260SAS,SAS,-12.0,208.5
3402,201712270ATL,WAS,-5.5,212.5
3403,201712270ATL,ATL,5.5,212.5
3404,201712270CHI,NYK,-0.0,207.0
3405,201712270CHI,CHI,0.0,207.0
3406,201712270CHO,BOS,-1.0,206.0
3407,201712270CHO,CHO,1.0,206.0
3408,201712270GSW,UTA,12.0,205.5
3409,201712270GSW,GSW,-12.0,205.5
3410,201712270IND,DAL,5.5,206.5
3411,201712270IND,IND,-5.5,206.5
3412,201712270LAL,MEM,2.5,198.5
3413,201712270LAL,LAL,-2.5,198.5
3414,201712270MIN,DEN,5.5,214.5
3415,201712270MIN,MIN,-5.5,214.5
3416,201712270NOP,BRK,10.0,220.5
3417,201712270NOP,NOP,-10.0,220.5
3418,201712270OKC,OKC,-3.0,211.0
3419,201712270OKC,TOR,3.0,211.0
3420,201712270SAC,CLE,-9.5,207.5
3421,201712270SAC,SAC,9.5,207.5
3422,201712280BOS,HOU,-2.5,215.5
3423,201712280BOS,BOS,2.5,215.5
3424,201712280MIL,MIN,2.5,213.5
3425,201712280MIL,MIL,-2.5,213.5
3426,201712280ORL,DET,-5.5,201.5
3427,201712280ORL,ORL,5.5,201.5
3428,201712280POR,POR,-2.5,208.0
3429,201712280POR,PHI,2.5,208.0
3430,201712280SAS,SAS,-11.0,201.0
3431,201712280SAS,NYK,11.0,201.0
3432,201712290CHI,IND,3.0,209.0
3433,201712290CHI,CHI,-3.0,209.0
3434,201712290GSW,GSW,-11.0,212.5
3435,201712290GSW,CHO,11.0,212.5
3436,201712290LAL,LAL,3.5,214.5
3437,201712290LAL,LAC,-3.5,214.5
3438,201712290MIA,MIA,-7.0,206.0
3439,201712290MIA,BRK,7.0,206.0
3440,201712290NOP,NOP,-6.0,211.0
3441,201712290NOP,DAL,6.0,211.0
3442,201712290OKC,OKC,-8.0,210.5
3443,201712290OKC,MIL,8.0,210.5
3444,201712290SAC,PHO,1.0,209.0
3445,201712290SAC,SAC,-1.0,209.0
3446,201712290TOR,TOR,-11.0,215.0
3447,201712290TOR,ATL,11.0,215.0
3448,201712290WAS,WAS,1.0,220.5
3449,201712290WAS,HOU,-1.0,220.5
3450,201712300ATL,ATL,3.5,206.5
3451,201712300ATL,POR,-3.5,206.5
3452,201712300DEN,PHI,7.5,214.0
3453,201712300DEN,DEN,-7.5,214.0
3454,201712300DET,SAS,-5.0,195.5
3455,201712300DET,DET,5.0,195.5
3456,201712300GSW,GSW,-13.0,214.0
3457,201712300GSW,MEM,13.0,214.0
3458,201712300NOP,NYK,5.5,215.0
3459,201712300NOP,NOP,-5.5,215.0
3460,201712300ORL,MIA,-1.0,205.0
3461,201712300ORL,ORL,1.0,205.0
3462,201712300UTA,CLE,-3.5,207.5
3463,201712300UTA,UTA,3.5,207.5
3464,201712310BOS,BRK,10.0,210.0
3465,201712310BOS,BOS,-10.0,210.0
3466,201712310HOU,HOU,-14.5,227.0
3467,201712310HOU,LAL,14.5,227.0
3468,201712310IND,MIN,-2.5,209.5
3469,201712310IND,IND,2.5,209.5
3470,201712310LAC,LAC,-2.5,213.5
3471,201712310LAC,CHO,2.5,213.5
3472,201712310OKC,DAL,6.5,203.5
3473,201712310OKC,OKC,-6.5,203.5
3474,201712310PHO,PHI,-2.5,221.0
3475,201712310PHO,PHO,2.5,221.0
3476,201712310SAC,MEM,3.0,194.0
3477,201712310SAC,SAC,-3.0,194.0
3478,201712310WAS,WAS,-7.5,213.0
3479,201712310WAS,CHI,7.5,213.0
3480,201801010BRK,BRK,-1.0,217.0
3481,201801010BRK,ORL,1.0,217.0
3482,201801010CHI,POR,1.0,207.5
3483,201801010CHI,CHI,-1.0,207.5
3484,201801010MIN,LAL,10.0,218.0
3485,201801010MIN,MIN,-10.0,218.0
3486,201801010TOR,MIL,6.0,215.0
3487,201801010TOR,TOR,-6.0,215.0
3488,201801020CLE,POR,8.0,212.0
3489,201801020CLE,CLE,-8.0,212.0
3490,201801020LAC,MEM,5.0,204.5
3491,201801020LAC,LAC,-5.0,204.5
3492,201801020NYK,NYK,4.0,199.5
3493,201801020NYK,SAS,-4.0,199.5
3494,201801020PHO,ATL,1.5,218.0
3495,201801020PHO,PHO,-1.5,218.0
3496,201801020SAC,CHO,-3.5,206.5
3497,201801020SAC,SAC,3.5,206.5
3498,201801030BOS,CLE,2.5,213.0
3499,201801030BOS,BOS,-2.5,213.0
3500,201801030BRK,BRK,6.0,214.5
3501,201801030BRK,MIN,-6.0,214.5
3502,201801030CHI,TOR,-5.0,216.0
3503,201801030CHI,CHI,5.0,216.0
3504,201801030DAL,DAL,7.0,215.0
3505,201801030DAL,GSW,-7.0,215.0
3506,201801030DEN,DEN,-11.0,218.0
3507,201801030DEN,PHO,11.0,218.0
3508,201801030LAL,LAL,6.5,213.5
3509,201801030LAL,OKC,-6.5,213.5
3510,201801030MIA,DET,3.0,195.5
3511,201801030MIA,MIA,-3.0,195.5
3512,201801030MIL,IND,8.0,209.0
3513,201801030MIL,MIL,-8.0,209.0
3514,201801030ORL,HOU,-7.5,220.0
3515,201801030ORL,ORL,7.5,220.0
3516,201801030PHI,SAS,-3.0,209.5
3517,201801030PHI,PHI,3.0,209.5
3518,201801030UTA,NOP,1.5,209.5
3519,201801030UTA,UTA,-1.5,209.5
3520,201801030WAS,WAS,-8.5,210.5
3521,201801030WAS,NYK,8.5,210.5
3522,201801040HOU,GSW,-4.0,228.0
3523,201801040HOU,HOU,4.0,228.0
3524,201801040LAC,LAC,1.0,214.5
3525,201801040LAC,OKC,-1.0,214.5
3526,201801050BOS,MIN,4.0,206.0
3527,201801050BOS,BOS,-4.0,206.0
3528,201801050DAL,CHI,4.5,213.5
3529,201801050DAL,DAL,-4.5,213.5
3530,201801050DEN,UTA,6.5,207.5
3531,201801050DEN,DEN,-6.5,207.5
3532,201801050LAL,LAL,2.5,216.0
3533,201801050LAL,CHO,-2.5,216.0
3534,201801050MEM,MEM,4.5,207.5
3535,201801050MEM,WAS,-4.5,207.5
3536,201801050MIA,NYK,5.5,201.0
3537,201801050MIA,MIA,-5.5,201.0
3538,201801050MIL,TOR,-1.0,216.5
3539,201801050MIL,MIL,1.0,216.5
3540,201801050PHI,PHI,-6.0,209.5
3541,201801050PHI,DET,6.0,209.5
3542,201801050POR,ATL,7.0,208.0
3543,201801050POR,POR,-7.0,208.0
3544,201801050SAS,PHO,12.0,210.0
3545,201801050SAS,SAS,-12.0,210.0
3546,201801060BRK,BOS,-5.0,207.0
3547,201801060BRK,BRK,5.0,207.0
3548,201801060DET,DET,4.5,213.0
3549,201801060DET,HOU,-4.5,213.0
3550,201801060IND,CHI,4.5,214.5
3551,201801060IND,IND,-4.5,214.5
3552,201801060LAC,GSW,-7.0,226.0
3553,201801060LAC,LAC,7.0,226.0
3554,201801060MIN,NOP,1.5,217.0
3555,201801060MIN,MIN,-1.5,217.0
3556,201801060ORL,CLE,-9.0,222.0
3557,201801060ORL,ORL,9.0,222.0
3558,201801060SAC,DEN,-4.0,209.0
3559,201801060SAC,SAC,4.0,209.0
3560,201801060WAS,MIL,4.0,216.0
3561,201801060WAS,WAS,-4.0,216.0
3562,201801070DAL,NYK,4.5,207.0
3563,201801070DAL,DAL,-4.5,207.0
3564,201801070LAL,LAL,-2.5,217.5
3565,201801070LAL,ATL,2.5,217.5
3566,201801070MIA,UTA,4.5,197.5
3567,201801070MIA,MIA,-4.5,197.5
3568,201801070PHO,OKC,-8.5,218.0
3569,201801070PHO,PHO,8.5,218.0
3570,201801070POR,SAS,-1.5,199.0
3571,201801070POR,POR,1.5,199.0
3572,201801080BRK,TOR,-7.5,217.0
3573,201801080BRK,BRK,7.5,217.0
3574,201801080CHI,CHI,5.0,222.0
3575,201801080CHI,HOU,-5.0,222.0
3576,201801080GSW,DEN,9.5,225.0
3577,201801080GSW,GSW,-9.5,225.0
3578,201801080IND,MIL,1.5,214.0
3579,201801080IND,IND,-1.5,214.0
3580,201801080LAC,ATL,4.0,212.5
3581,201801080LAC,LAC,-4.0,212.5
3582,201801080MIN,MIN,1.0,219.0
3583,201801080MIN,CLE,-1.0,219.0
3584,201801080NOP,DET,7.0,213.0
3585,201801080NOP,NOP,-7.0,213.0
3586,201801080SAC,SAS,-5.5,198.5
3587,201801080SAC,SAC,5.5,198.5
3588,201801090DAL,DAL,-6.5,213.5
3589,201801090DAL,ORL,6.5,213.5
3590,201801090LAL,LAL,-6.5,211.5
3591,201801090LAL,SAC,6.5,211.5
3592,201801090OKC,POR,8.5,206.0
3593,201801090OKC,OKC,-8.5,206.0
3594,201801090TOR,TOR,-5.0,208.0
3595,201801090TOR,MIA,5.0,208.0
3596,201801100BRK,BRK,2.0,204.5
3597,201801100BRK,DET,-2.0,204.5
3598,201801100CHO,CHO,-6.5,208.0
3599,201801100CHO,DAL,6.5,208.0
3600,201801100DEN,DEN,-9.5,216.0
3601,201801100DEN,ATL,9.5,216.0
3602,201801100GSW,LAC,16.5,227.0
3603,201801100GSW,GSW,-16.5,227.0
3604,201801100HOU,POR,9.0,214.0
3605,201801100HOU,HOU,-9.0,214.0
3606,201801100IND,IND,-4.5,207.0
3607,201801100IND,MIA,4.5,207.0
3608,201801100MEM,NOP,-1.0,210.0
3609,201801100MEM,MEM,1.0,210.0
3610,201801100MIL,ORL,10.5,218.0
3611,201801100MIL,MIL,-10.5,218.0
3612,201801100MIN,OKC,4.0,211.0
3613,201801100MIN,MIN,-4.0,211.0
3614,201801100NYK,CHI,3.5,208.0
3615,201801100NYK,NYK,-3.5,208.0
3616,201801100WAS,UTA,7.0,205.5
3617,201801100WAS,WAS,-7.0,205.5
3618,201801110LAL,LAL,2.5,209.5
3619,201801110LAL,SAS,-2.5,209.5
3620,201801110PHI,BOS,-2.0,208.0
3621,201801110PHI,PHI,2.0,208.0
3622,201801110SAC,LAC,-1.5,209.0
3623,201801110SAC,SAC,1.5,209.0
3624,201801110TOR,CLE,-2.0,218.5
3625,201801110TOR,TOR,2.0,218.5
3626,201801120ATL,ATL,-3.5,211.0
3627,201801120ATL,BRK,3.5,211.0
3628,201801120CHO,CHO,-4.0,207.5
3629,201801120CHO,UTA,4.0,207.5
