,GID,DK Positions,Name,L5 DvP,Rest,Projected Points
37083,201801170OKC,PG,Jordan Clarkson,1.0,1,22.3
37084,201801170OKC,SF,Paul George,8.0,1,35.8
37085,201801170OKC,PG,Gary Payton II,1.0,1,7.8
37086,201801170OKC,SG,Corey Brewer,29.0,1,5.8
37087,201801170OKC,SG,Terrance Ferguson,13.0,1,7.3
37088,201801170OKC,C,Dakari Johnson,18.0,6,0.0
37089,201801170OKC,SG,Kentavious Caldwell-Pope,29.0,1,27.3
37090,201801170OKC,PG,Tyler Ennis,1.0,1,15.8
37091,201801170SAC,C,Georgios Papagiannis,11.0,1,5.3
37092,201801170SAC,SG,Rodney Hood,1.0,1,0.0
37093,201801170SAC,SG,Malachi Richardson,12.0,7,0.0
37094,201801170SAC,SG,Justin Jackson,12.0,1,8.5
37095,201801170SAC,C,Kosta Koufos,11.0,1,0.0
37096,201801170SAC,PG,George Hill,18.0,1,0.0
37097,201801170SAC,SG,Buddy Hield,12.0,1,22.0
37098,201801170SAC,SF,Joe Johnson,21.0,1,18.0
37099,201801170SAC,PG,Ricky Rubio,29.0,1,24.5
37100,201801170SAC,SG,Bogdan Bogdanovic,12.0,1,25.8
37101,201801170SAC,PF,Zach Randolph,1.0,3,25.8
37102,201801170SAC,C,Ekpe Udoh,20.0,1,20.0
37103,201801170SAC,PF,Derrick Favors,28.0,1,30.8
37104,201801170SAC,C,Willie Cauley-Stein,11.0,1,32.0
37105,201801170SAC,SG,Joe Ingles,1.0,1,24.8
37106,201801170SAC,PG,De'Aaron Fox,18.0,1,25.5
37107,201801170SAC,PG,Donovan Mitchell,29.0,1,35.8
37108,201801170SAC,SF,Jonas Jerebko,21.0,1,16.8
37109,201801170SAC,SF,Royce O'Neale,21.0,1,12.3
37110,201801170SAC,PG,Raul Neto,29.0,1,14.5
37111,201801170TOR,PG,Kyle Lowry,17.0,1,39.3
37112,201801170TOR,PG,Ish Smith,7.0,1,28.0
37113,201801170TOR,SG,DeMar DeRozan,17.0,1,41.8
37114,201801170TOR,C,Andre Drummond,6.0,1,43.3
37115,201801170TOR,PG,Avery Bradley,7.0,1,25.8
37116,201801170TOR,SF,Tobias Harris,24.0,1,32.3
37117,201801170TOR,PG,Langston Galloway,7.0,6,14.0
37118,201801170TOR,PF,Serge Ibaka,26.0,1,26.8
37119,201801170TOR,PG,Delon Wright,17.0,1,23.0
37120,201801170TOR,C,Jonas Valanciunas,21.0,1,25.0
37121,201801170TOR,SG,Norman Powell,17.0,3,16.0
37122,201801170TOR,SG,C.J. Miles,17.0,1,16.8
37123,201801170TOR,SF,OG Anunoby,2.0,1,15.0
37124,201801170TOR,PF,Lucas Nogueira,26.0,1,6.3
37125,201801170TOR,PF,Jakob Poeltl,26.0,1,17.8
37126,201801170TOR,SF,Anthony Tolliver,24.0,1,17.0
37127,201801170TOR,C,Boban Marjanovic,6.0,6,18.8
37128,201801170TOR,PG,Dwight Buycks,7.0,1,19.0
37129,201801170TOR,SG,Reggie Bullock,7.0,1,21.5
37130,201801170TOR,PF,Pascal Siakam,26.0,1,18.5
37131,201801180BOS,PG,T.J. McConnell,5.0,2,27.0
37132,201801180BOS,SF,Jayson Tatum,10.0,1,25.8
37133,201801180BOS,SF,Robert Covington,3.0,2,28.0
37134,201801180BOS,SF,Marcus Morris,10.0,1,23.0
37135,201801180BOS,PG,Terry Rozier,18.0,1,22.3
37136,201801180BOS,PF,Amir Johnson,21.0,2,18.5
37137,201801180BOS,PG,Jerryd Bayless,5.0,2,18.5
37138,201801180BOS,SG,Semi Ojeleye,3.0,1,11.8
37139,201801180BOS,PG,Shane Larkin,18.0,1,17.3
37140,201801180BOS,PF,Trevor Booker,21.0,2,15.8
37141,201801180BOS,SG,Timothe Luwawu-Cabarrot,10.0,2,14.5
37142,201801180BOS,SG,Marcus Smart,3.0,1,0.0
37143,201801180BOS,SG,Jaylen Brown,3.0,1,28.5
37144,201801180BOS,SG,Justin Anderson,10.0,6,0.0
37145,201801180BOS,PF,Daniel Theis,20.0,1,18.3
37146,201801180BOS,PF,Dario Saric,21.0,2,29.0
37147,201801180BOS,C,Aron Baynes,10.0,1,17.3
37148,201801180BOS,C,Joel Embiid,20.0,2,45.8
37149,201801180BOS,PF,Al Horford,20.0,1,33.8
37150,201801180BOS,PG,Ben Simmons,5.0,2,38.5
37151,201801180CLE,SG,Kyle Korver,21.0,2,16.0
37152,201801180CLE,PG,Derrick Rose,22.0,71,16.3
37153,201801180CLE,SG,J.R. Smith,21.0,2,16.8
37154,201801180CLE,PF,Marreese Speights,29.0,5,17.0
37155,201801180CLE,SF,Jae Crowder,15.0,2,17.0
37156,201801180CLE,PG,D.J. Augustin,10.0,1,17.3
37157,201801180CLE,PF,Tristan Thompson,6.0,2,17.8
37158,201801180CLE,SF,Jeff Green,15.0,2,18.0
37159,201801180CLE,PF,Khem Birch,29.0,1,13.8
37160,201801180CLE,SG,Wes Iwundu,30.0,1,13.5
37161,201801180CLE,SG,Mario Hezonja,30.0,1,21.0
37162,201801180CLE,PG,Isaiah Thomas,22.0,2,37.0
37163,201801180CLE,PG,Elfrid Payton,10.0,1,30.8
37164,201801180CLE,PF,Bismack Biyombo,29.0,1,30.5
37165,201801180CLE,PG,Dwyane Wade,22.0,2,0.0
37166,201801180CLE,SF,LeBron James,15.0,2,55.3
37167,201801180CLE,PF,Kevin Love,6.0,2,35.8
37168,201801180CLE,SG,Evan Fournier,30.0,1,29.8
37169,201801180CLE,SF,Aaron Gordon,6.0,1,35.8
37170,201801180CLE,PG,Shelvin Mack,10.0,1,6.8
37171,201801180CLE,SG,Jonathon Simmons,30.0,1,28.8
37172,201801180HOU,PG,James Harden,9.0,17,53.0
37173,201801180HOU,C,Nene Hilario,2.0,14,16.3
37174,201801180HOU,SF,P.J. Tucker,14.0,2,16.3
37175,201801180HOU,SF,Luc Richard Mbah a Moute,14.0,2,16.5
37176,201801180HOU,SG,Jamal Crawford,14.0,1,16.8
37177,201801180HOU,SG,R.J. Hunter,9.0,3,0.0
37178,201801180HOU,PG,Jeff Teague,27.0,1,31.0
37179,201801180HOU,C,Karl-Anthony Towns,1.0,1,44.3
37180,201801180HOU,PF,Gorgui Dieng,14.0,1,17.5
37181,201801180HOU,C,Clint Capela,2.0,2,32.8
37182,201801180HOU,SG,Andrew Wiggins,14.0,1,28.3
37183,201801180HOU,PG,Chris Paul,9.0,2,48.0
37184,201801180HOU,PF,Taj Gibson,14.0,1,26.5
37185,201801180HOU,PG,Tyus Jones,27.0,1,16.0
37186,201801180HOU,SG,Eric Gordon,9.0,2,30.8
37187,201801180HOU,PF,Ryan Anderson,25.0,2,21.5
37188,201801180HOU,SG,Jimmy Butler,14.0,1,43.3
37189,201801180HOU,SF,Nemanja Bjelica,4.0,1,13.0
37190,201801180POR,PG,Joe Young,17.0,2,13.8
37191,201801180POR,SF,TJ Leaf,5.0,2,12.5
37192,201801180POR,PF,Ed Davis,8.0,1,15.3
37193,201801180POR,PF,Zach Collins,8.0,1,11.8
37194,201801180POR,SG,Evan Turner,19.0,1,0.0
37195,201801180POR,PG,Damian Lillard,4.0,1,42.8
37196,201801180POR,SG,Pat Connaughton,19.0,1,16.3
37197,201801180POR,PF,Domantas Sabonis,15.0,2,29.3
37198,201801180POR,SF,Thaddeus Young,5.0,2,25.5
37199,201801180POR,PG,Darren Collison,17.0,2,25.3
37200,201801180POR,SF,Al-Farouq Aminu,13.0,1,24.0
37201,201801180POR,PG,CJ McCollum,4.0,1,36.3
37202,201801180POR,C,Jusuf Nurkic,8.0,1,30.3
37203,201801180POR,PG,Shabazz Napier,4.0,1,22.3
37204,201801180POR,PG,Cory Joseph,17.0,2,19.3
37205,201801180POR,SG,Bojan Bogdanovic,26.0,2,19.3
37206,201801180POR,PF,Al Jefferson,15.0,2,19.0
37207,201801180POR,PG,Victor Oladipo,17.0,2,41.0
37208,201801180POR,SG,Lance Stephenson,26.0,2,22.8
37209,201801190BRK,PG,Spencer Dinwiddie,19.0,1,31.0
37210,201801190BRK,PF,Jarrett Allen,6.0,1,15.3
37211,201801190BRK,SG,Josh Richardson,5.0,1,29.8
37212,201801190BRK,PF,Quincy Acy,6.0,1,16.8
37213,201801190BRK,SG,Joe Harris,21.0,1,18.5
37214,201801190BRK,SG,Justise Winslow,5.0,1,17.3
37215,201801190BRK,SF,James Johnson,9.0,1,26.8
37216,201801190BRK,PF,Bam Adebayo,24.0,1,19.5
37217,201801190BRK,SG,Wayne Ellington,5.0,1,23.5
37218,201801190BRK,C,Tyler Zeller,2.0,1,10.8
37219,201801190BRK,SF,DeMarre Carroll,15.0,1,27.8
37220,201801190BRK,PG,Goran Dragić,28.0,1,36.5
37221,201801190BRK,SG,Allen Crabbe,21.0,1,23.0
37222,201801190BRK,SG,Derrick Jones Jr.,5.0,1,7.5
37223,201801190BRK,C,Jahlil Okafor,2.0,1,8.5
37224,201801190BRK,C,Hassan Whiteside,30.0,1,40.8
37225,201801190BRK,PG,D'Angelo Russell,19.0,68,0.0
37226,201801190BRK,SG,Caris LeVert,21.0,1,0.0
37227,201801190BRK,SF,Rondae Hollis-Jefferson,15.0,1,0.0
37228,201801190BRK,PF,Kelly Olynyk,24.0,1,23.5
37229,201801190DEN,PG,Tyler Ulis,25.0,2,20.0
37230,201801190DEN,SF,Trey Lyles,28.0,1,24.3
37231,201801190DEN,PF,Dragan Bender,17.0,2,22.0
37232,201801190DEN,PF,Mason Plumlee,4.0,1,23.0
37233,201801190DEN,SF,Wilson Chandler,28.0,1,25.5
37234,201801190DEN,SG,Josh Jackson,7.0,2,26.0
37235,201801190DEN,C,Alex Len,3.0,2,0.0
37236,201801190DEN,PG,Jamal Murray,30.0,2,26.8
37237,201801190DEN,PG,Isaiah Canaan,25.0,2,18.3
37238,201801190DEN,C,Tyson Chandler,3.0,2,21.3
37239,201801190DEN,C,Nikola Jokic,14.0,1,46.8
37240,201801190DEN,SG,Will Barton,8.0,1,31.3
37241,201801190DEN,SG,Gary Harris,8.0,1,33.5
37242,201801190DEN,PG,Malik Beasley,30.0,1,8.5
37243,201801190DEN,SF,T.J. Warren,4.0,6,31.8
37244,201801190DEN,PG,Emmanuel Mudiay,30.0,1,16.0
37245,201801190DEN,SG,Devin Booker,7.0,2,41.0
37246,201801190DEN,PF,Jared Dudley,17.0,2,12.0
37247,201801190DEN,SG,Troy Daniels,7.0,2,17.0
37248,201801190DEN,SF,Richard Jefferson,28.0,1,5.0
37249,201801190DET,PG,Dwight Buycks,10.0,1,17.0
37250,201801190DET,SG,Kelly Oubre Jr.,16.0,1,22.0
37251,201801190DET,SG,Jodie Meeks,16.0,1,5.0
37252,201801190DET,SF,Markieff Morris,3.0,1,21.8
37253,201801190DET,C,Ian Mahinmi,20.0,1,14.3
37254,201801190DET,PG,Langston Galloway,10.0,1,15.3
37255,201801190DET,SF,Anthony Tolliver,30.0,1,19.0
37256,201801190DET,PF,Eric Moreland,10.0,3,0.0
37257,201801190DET,PG,Tomas Satoransky,16.0,1,16.0
37258,201801190DET,PG,John Wall,16.0,1,0.0
37259,201801190DET,SG,Luke Kennard,29.0,3,18.0
37260,201801190DET,PF,Mike Scott,27.0,1,16.8
37261,201801190DET,SG,Reggie Bullock,29.0,1,20.8
37262,201801190DET,SG,Stanley Johnson,29.0,8,18.0
37263,201801190DET,C,Andre Drummond,12.0,1,43.3
37264,201801190DET,SF,Tobias Harris,30.0,1,31.3
37265,201801190DET,SG,Bradley Beal,16.0,1,37.8
37266,201801190DET,PG,Avery Bradley,10.0,1,26.8
37267,201801190DET,C,Marcin Gortat,20.0,1,24.8
37268,201801190DET,SF,Otto Porter Jr.,3.0,1,29.3
37269,201801190DET,PG,Ish Smith,10.0,1,27.3
37270,201801190LAL,PF,Al Jefferson,8.0,0,15.8
37271,201801190LAL,PG,Cory Joseph,11.0,0,19.0
37272,201801190LAL,PG,Darren Collison,11.0,0,27.0
37273,201801190LAL,SF,Thaddeus Young,17.0,0,27.3
37274,201801190LAL,SF,Kyle Kuzma,14.0,1,29.0
37275,201801190LAL,SG,Bojan Bogdanovic,13.0,0,19.3
37276,201801190LAL,PF,Domantas Sabonis,8.0,0,30.5
37277,201801190LAL,SG,Corey Brewer,10.0,1,14.0
37278,201801190LAL,PG,Joe Young,11.0,0,13.3
37279,201801190LAL,PG,Alex Caruso,7.0,1,13.0
37280,201801190LAL,SF,TJ Leaf,17.0,0,12.5
37281,201801190LAL,PG,Tyler Ennis,7.0,1,17.5
37282,201801190LAL,C,Brook Lopez,19.0,1,19.5
37283,201801190LAL,PF,Julius Randle,12.0,1,31.5
37284,201801190LAL,PG,Josh Hart,7.0,1,24.8
37285,201801190LAL,PG,Jordan Clarkson,7.0,1,24.0
37286,201801190LAL,SF,Larry Nance Jr.,14.0,1,23.3
37287,201801190LAL,PG,Victor Oladipo,11.0,0,45.8
37288,201801190LAL,SG,Lance Stephenson,13.0,0,21.8
37289,201801190MEM,PG,Tyreke Evans,29.0,1,43.0
37290,201801190MEM,PG,Mario Chalmers,29.0,1,17.0
37291,201801190MEM,SG,Garrett Temple,17.0,3,16.5
37292,201801190MEM,SG,Vince Carter,17.0,5,16.3
37293,201801190MEM,C,Willie Cauley-Stein,4.0,1,0.0
37294,201801190MEM,PF,Ivan Rabb,16.0,1,4.8
37295,201801190MEM,C,Marc Gasol,11.0,3,39.3
37296,201801190MEM,PF,Zach Randolph,25.0,1,24.3
37297,201801190MEM,SG,Justin Jackson,17.0,1,8.3
37298,201801190MEM,C,Georgios Papagiannis,4.0,1,12.3
37299,201801190MEM,SG,Bogdan Bogdanovic,17.0,1,27.8
37300,201801190MEM,PF,Deyonta Davis,16.0,1,17.0
37301,201801190MEM,SG,Ben McLemore,3.0,6,0.0
37302,201801190MEM,SG,Buddy Hield,17.0,1,21.8
37303,201801190MEM,PG,Andrew Harrison,29.0,1,19.3
37304,201801190MEM,SG,Dillon Brooks,3.0,1,19.8
37305,201801190MEM,SF,JaMychal Green,20.0,1,25.3
37306,201801190MEM,PF,Jarell Martin,16.0,1,18.8
37307,201801190MEM,PF,Skal Labissiere,25.0,3,24.8
37308,201801190MEM,PG,De'Aaron Fox,4.0,1,27.3
37309,201801190TOR,PF,Pau Gasol,26.0,1,30.5
37310,201801190TOR,SF,OG Anunoby,18.0,1,14.8
37311,201801190TOR,PG,Patty Mills,12.0,1,20.5
37312,201801190TOR,PG,Kyle Lowry,3.0,1,37.8
37313,201801190TOR,SG,Kyle Anderson,1.0,1,22.5
37314,201801190TOR,PF,Joffrey Lauvergne,26.0,1,13.8
37315,201801190TOR,PF,Serge Ibaka,7.0,1,24.3
37316,201801190TOR,C,Jonas Valanciunas,8.0,1,26.3
37317,201801190TOR,PG,Tony Parker,12.0,1,18.8
37318,201801190TOR,SG,DeMar DeRozan,28.0,1,39.8
37319,201801190TOR,PF,Pascal Siakam,7.0,1,17.8
37320,201801190TOR,SG,Norman Powell,28.0,1,15.5
37321,201801190TOR,PG,Dejounte Murray,12.0,1,21.0
37322,201801190TOR,PF,Jakob Poeltl,7.0,1,18.3
37323,201801190TOR,SF,Davis Bertans,23.0,1,18.0
37324,201801190TOR,PG,Bryn Forbes,12.0,1,16.5
37325,201801190TOR,PF,LaMarcus Aldridge,26.0,1,41.8
37326,201801190TOR,PG,Delon Wright,3.0,1,21.5
37327,201801190TOR,SG,C.J. Miles,28.0,1,17.5
37328,201801190TOR,SG,Danny Green,1.0,1,21.8
37329,201801190UTA,SG,Rodney Hood,18.0,1,0.0
37330,201801190UTA,PG,Donovan Mitchell,14.0,1,40.3
37331,201801190UTA,PG,Trey Burke,20.0,3,0.0
37332,201801190UTA,PF,Derrick Favors,30.0,1,32.0
37333,201801190UTA,PF,Kristaps Porziņģis,1.0,1,43.8
37334,201801190UTA,SG,Joe Ingles,18.0,1,23.3
37335,201801190UTA,PG,Ron Baker,20.0,1,12.8
37336,201801190UTA,SF,Doug McDermott,25.0,1,10.8
37337,201801190UTA,PG,Jarrett Jack,20.0,1,22.8
37338,201801190UTA,PF,Kyle O'Quinn,1.0,1,19.8
37339,201801190UTA,PG,Ricky Rubio,14.0,1,25.3
37340,201801190UTA,PG,Frank Ntilikina,20.0,1,18.5
37341,201801190UTA,SF,Joe Johnson,7.0,1,17.3
37342,201801190UTA,PF,Enes Kanter,1.0,1,28.5
37343,201801190UTA,SG,Courtney Lee,15.0,1,23.0
37344,201801190UTA,SF,Jonas Jerebko,7.0,1,16.3
37345,201801190UTA,SF,Michael Beasley,25.0,1,29.8
37346,201801190UTA,SF,Royce O'Neale,7.0,1,14.8
37347,201801190UTA,C,Rudy Gobert,10.0,34,30.8
37348,201801190UTA,PG,Raul Neto,14.0,1,14.3
37349,201801190UTA,SF,Lance Thomas,25.0,1,12.8
37350,201801190UTA,SG,Tim Hardaway,15.0,1,29.0
37351,201801200CHO,SG,Josh Richardson,5.0,0,29.5
37352,201801200CHO,PG,Derrick Walton Jr.,27.0,16,0.0
37353,201801200CHO,SG,Nicolas Batum,18.0,2,25.8
37354,201801200CHO,SF,James Johnson,29.0,0,24.3
37355,201801200CHO,SG,Wayne Ellington,5.0,0,24.0
37356,201801200CHO,PF,Kelly Olynyk,4.0,0,22.8
37357,201801200CHO,SG,Jeremy Lamb,18.0,2,22.8
37358,201801200CHO,PF,Bam Adebayo,4.0,0,18.5
37359,201801200CHO,SF,Michael Kidd-Gilchrist,15.0,2,20.5
37360,201801200CHO,PF,Frank Kaminsky,5.0,2,19.3
37361,201801200CHO,SG,Justise Winslow,5.0,0,17.0
37362,201801200CHO,SG,Derrick Jones Jr.,5.0,0,16.0
37363,201801200CHO,PG,Michael Carter-Williams,11.0,2,15.5
37364,201801200CHO,C,Hassan Whiteside,6.0,0,37.8
37365,201801200CHO,PF,Johnny O'Bryant III,5.0,2,13.3
37366,201801200CHO,SF,Marvin Williams,15.0,2,21.0
37367,201801200CHO,PG,Kemba Walker,11.0,2,37.8
37368,201801200CHO,C,Dwight Howard,1.0,2,38.5
37369,201801200CHO,SG,Treveon Graham,18.0,2,13.0
37370,201801200HOU,PF,Draymond Green,16.0,4,39.5
37371,201801200HOU,PG,Chris Paul,23.0,1,46.5
37372,201801200HOU,SF,Luc Richard Mbah a Moute,26.0,1,18.8
37373,201801200HOU,PG,James Harden,23.0,1,47.5
37374,201801200HOU,C,Nene Hilario,21.0,1,17.8
37375,201801200HOU,PG,Patrick McCaw,20.0,2,0.0
37376,201801200HOU,SF,P.J. Tucker,26.0,1,17.5
37377,201801200HOU,PF,Ryan Anderson,23.0,1,21.8
37378,201801200HOU,SF,Kevin Durant,3.0,2,50.0
37379,201801200HOU,C,Zaza Pachulia,5.0,2,16.8
37380,201801200HOU,SG,Eric Gordon,13.0,1,31.8
37381,201801200HOU,PF,David West,16.0,2,17.5
37382,201801200HOU,C,Clint Capela,21.0,1,32.8
37383,201801200HOU,SG,Klay Thompson,21.0,2,33.0
37384,201801200HOU,PG,Stephen Curry,20.0,2,50.5
37385,201801200HOU,PG,Shaun Livingston,20.0,2,15.3
37386,201801200HOU,SF,Kevon Looney,3.0,2,10.5
37387,201801200HOU,SG,Nick Young,21.0,2,8.5
37388,201801200MIN,PF,Gorgui Dieng,28.0,1,16.3
37389,201801200MIN,PF,Lucas Nogueira,21.0,2,0.0
37390,201801200MIN,PG,Delon Wright,14.0,0,20.8
37391,201801200MIN,C,Karl-Anthony Towns,26.0,1,45.5
37392,201801200MIN,SG,Shabazz Muhammad,1.0,5,14.3
37393,201801200MIN,PF,Jakob Poeltl,21.0,0,18.3
37394,201801200MIN,SG,Marcus Georges-Hunt,1.0,1,3.8
37395,201801200MIN,PF,Pascal Siakam,21.0,0,18.0
37396,201801200MIN,SG,C.J. Miles,12.0,0,17.5
37397,201801200MIN,PG,Tyus Jones,19.0,1,16.0
37398,201801200MIN,SF,OG Anunoby,8.0,0,14.8
37399,201801200MIN,PF,Serge Ibaka,21.0,0,22.8
37400,201801200MIN,PG,Fred VanVleet,14.0,4,19.8
37401,201801200MIN,SG,Andrew Wiggins,1.0,1,30.0
37402,201801200MIN,C,Jonas Valanciunas,8.0,0,26.8
37403,201801200MIN,PG,Jeff Teague,19.0,1,28.8
37404,201801200MIN,SG,DeMar DeRozan,12.0,0,36.8
37405,201801200MIN,PG,Kyle Lowry,14.0,0,36.5
37406,201801200MIN,PF,Taj Gibson,28.0,1,24.8
37407,201801200MIN,SF,Nemanja Bjelica,19.0,1,13.3
37408,201801200NOP,SG,Myke Henry,8.0,3,0.0
37409,201801200NOP,PF,Deyonta Davis,24.0,0,17.3
37410,201801200NOP,PG,Rajon Rondo,3.0,2,23.5
37411,201801200NOP,PG,Ian Clark,3.0,2,15.8
37412,201801200NOP,SF,Darius Miller,20.0,2,15.0
37413,201801200NOP,PG,Jrue Holiday,3.0,2,35.0
37414,201801200NOP,SF,Dante Cunningham,20.0,2,13.8
37415,201801200NOP,PF,Anthony Davis,27.0,2,52.5
37416,201801200NOP,PF,Jarell Martin,24.0,0,18.5
37417,201801200NOP,SG,Ben McLemore,8.0,0,19.8
37418,201801200NOP,C,Marc Gasol,22.0,0,38.5
37419,201801200NOP,SG,Dillon Brooks,8.0,0,20.0
37420,201801200NOP,PF,DeMarcus Cousins,27.0,2,0.0
37421,201801200NOP,SG,E'Twaun Moore,22.0,2,21.3
37422,201801200NOP,PG,Tyreke Evans,28.0,0,42.0
37423,201801200NOP,SF,JaMychal Green,27.0,0,0.0
37424,201801200PHI,PG,Eric Bledsoe,13.0,2,39.0
37425,201801200PHI,PG,Ben Simmons,2.0,1,38.0
37426,201801200PHI,C,Joel Embiid,14.0,1,51.0
37427,201801200PHI,PF,Trevor Booker,13.0,1,15.5
37428,201801200PHI,SG,Justin Anderson,20.0,1,4.8
37429,201801200PHI,SG,Timothe Luwawu-Cabarrot,20.0,1,14.5
37430,201801200PHI,PG,Matthew Dellavedova,13.0,2,14.3
37431,201801200PHI,PG,Sean Kilpatrick,13.0,5,14.0
37432,201801200PHI,SG,Khris Middleton,2.0,2,37.5
37433,201801200PHI,PG,Xavier Munford,13.0,3,0.0
37434,201801200PHI,C,Marshall Plumlee,2.0,282,0.0
37435,201801200PHI,PF,Dario Saric,13.0,1,32.3
37436,201801200PHI,SG,Tony Snell,2.0,2,16.8
37437,201801200PHI,PF,Amir Johnson,13.0,1,17.3
37438,201801200PHI,C,John Henson,2.0,2,26.5
37439,201801200PHI,PF,D.J. Wilson,20.0,5,17.0
37440,201801200PHI,SG,Sterling Brown,2.0,2,18.3
37441,201801200PHI,PF,Thon Maker,20.0,2,17.3
37442,201801200PHI,SG,James Young,20.0,239,0.0
37443,201801200PHI,PG,Jason Terry,13.0,11,0.0
37444,201801200PHI,PG,T.J. McConnell,2.0,1,25.0
37445,201801200PHI,SF,Robert Covington,25.0,1,29.0
37446,201801200POR,SF,Harrison Barnes,2.0,3,32.0
37447,201801200POR,PG,J.J. Barea,18.0,6,23.3
37448,201801200POR,PF,Zach Collins,19.0,1,13.8
37449,201801200POR,PG,Yogi Ferrell,18.0,3,25.5
37450,201801200POR,C,Salah Mejri,4.0,3,14.0
37451,201801200POR,SF,Al-Farouq Aminu,10.0,1,27.0
37452,201801200POR,PF,Maxi Kleber,25.0,3,14.5
37453,201801200POR,SG,Wesley Matthews,27.0,3,22.8
37454,201801200POR,PG,Damian Lillard,5.0,1,42.5
37455,201801200POR,PF,Ed Davis,19.0,1,15.3
37456,201801200POR,PG,CJ McCollum,5.0,1,34.3
37457,201801200POR,SG,Pat Connaughton,17.0,1,15.5
37458,201801200POR,SG,Evan Turner,17.0,1,0.0
37459,201801200POR,PG,Shabazz Napier,5.0,1,22.3
37460,201801200POR,PG,Dennis Smith,18.0,3,33.8
37461,201801200POR,PG,Devin Harris,18.0,3,16.0
37462,201801200POR,PF,Dirk Nowitzki,25.0,3,22.3
37463,201801200POR,PF,Dwight Powell,25.0,3,16.3
37464,201801200POR,C,Jusuf Nurkic,11.0,1,33.0
37465,201801200UTA,SG,Sindarius Thornwell,19.0,6,0.0
37466,201801200UTA,PG,Jawun Evans,15.0,2,0.0
37467,201801200UTA,PG,Raul Neto,1.0,0,13.8
37468,201801200UTA,SF,Royce O'Neale,24.0,0,14.0
37469,201801200UTA,PG,Lou Williams,15.0,2,41.8
37470,201801200UTA,PF,Blake Griffin,8.0,2,41.3
37471,201801200UTA,PG,Donovan Mitchell,1.0,0,39.8
37472,201801200UTA,C,Rudy Gobert,27.0,0,31.3
37473,201801200UTA,SF,Sam Dekker,22.0,2,11.5
37474,201801200UTA,PG,Ricky Rubio,1.0,0,27.5
37475,201801200UTA,PG,Milos Teodosic,15.0,2,26.3
37476,201801200UTA,PF,Derrick Favors,17.0,0,28.3
37477,201801200UTA,SG,Tyrone Wallace,19.0,2,24.0
37478,201801200UTA,SG,Joe Ingles,29.0,0,23.0
37479,201801200UTA,SG,Wesley Johnson,19.0,2,21.0
37480,201801200UTA,SF,Joe Johnson,24.0,0,17.5
37481,201801200UTA,C,Willie Reed,23.0,2,16.8
37482,201801200UTA,SF,Jonas Jerebko,24.0,0,15.3
37483,201801200UTA,PG,Alec Burks,1.0,4,14.8
37484,201801200UTA,PF,Montrezl Harrell,8.0,2,26.3
37485,201801210BOS,PF,Bismack Biyombo,20.0,2,29.0
37486,201801210BOS,SG,Evan Fournier,4.0,2,28.5
37487,201801210BOS,PG,Shelvin Mack,11.0,2,13.0
37488,201801210BOS,SG,Wes Iwundu,4.0,2,13.0
37489,201801210BOS,SF,Jayson Tatum,12.0,2,27.3
37490,201801210BOS,SG,Jonathon Simmons,4.0,2,24.3
37491,201801210BOS,SG,Mario Hezonja,4.0,2,19.5
37492,201801210BOS,PG,Terry Rozier,27.0,2,23.0
37493,201801210BOS,PG,Shane Larkin,27.0,2,16.0
37494,201801210BOS,PF,Khem Birch,20.0,2,16.3
37495,201801210BOS,PG,D.J. Augustin,11.0,2,16.3
37496,201801210BOS,PF,Marreese Speights,20.0,2,16.5
37497,201801210BOS,C,Aron Baynes,27.0,2,16.8
37498,201801210BOS,SG,Semi Ojeleye,19.0,2,11.5
37499,201801210BOS,SF,Marcus Morris,12.0,2,23.3
37500,201801210BOS,SG,Jaylen Brown,19.0,2,30.0
37501,201801210BOS,PF,Daniel Theis,6.0,2,18.3
37502,201801210BOS,PF,Al Horford,6.0,2,35.3
37503,201801210BOS,PG,Elfrid Payton,11.0,2,31.8
37504,201801210BOS,SG,Marcus Smart,19.0,2,0.0
37505,201801210BOS,PG,Kyrie Irving,27.0,4,41.0
37506,201801210BOS,SF,Aaron Gordon,1.0,2,36.5
37507,201801210DET,SF,Anthony Tolliver,13.0,1,19.0
37508,201801210DET,SG,Stanley Johnson,9.0,1,16.8
37509,201801210DET,SF,Rondae Hollis-Jefferson,15.0,1,0.0
37510,201801210DET,SG,Luke Kennard,9.0,1,19.8
37511,201801210DET,SG,Reggie Bullock,9.0,1,19.8
37512,201801210DET,C,Andre Drummond,30.0,1,50.0
37513,201801210DET,SG,Caris LeVert,27.0,1,0.0
37514,201801210DET,SG,Allen Crabbe,27.0,1,21.8
37515,201801210DET,PF,Quincy Acy,11.0,1,16.0
37516,201801210DET,PF,Jarrett Allen,11.0,1,15.5
37517,201801210DET,SG,Joe Harris,27.0,1,18.0
37518,201801210DET,PG,Spencer Dinwiddie,5.0,1,30.5
37519,201801210DET,PG,Avery Bradley,26.0,1,28.0
37520,201801210DET,C,Tyler Zeller,13.0,1,11.3
37521,201801210DET,PG,D'Angelo Russell,5.0,1,30.8
37522,201801210DET,SF,DeMarre Carroll,15.0,1,28.8
37523,201801210DET,C,Jahlil Okafor,13.0,1,9.3
37524,201801210DET,PG,Langston Galloway,26.0,1,15.3
37525,201801210DET,PG,Ish Smith,26.0,1,31.8
